49.824209,-97.140167
49.902231,-97.217585
49.814678,-97.126998
49.715494,-97.199052
49.968834,-97.099357
49.762244,-97.198629
49.938797,-97.104588
49.822941,-97.208745
49.771705,-97.081679
49.805099,-97.036172
49.914789,-96.992386
49.786306,-97.166549
49.977938,-96.982996
49.797501,-97.033853
49.758762,-97.158325
49.900908,-97.150606
49.716603,-97.198328
49.964364,-97.211491
49.818242,-97.087859
49.912702,-97.333700
49.897691,-97.239193
49.951171,-97.308828
49.779970,-97.158094
49.898444,-97.286623
49.971340,-97.182348
49.757339,-97.138173
49.760092,-96.973597
49.899381,-97.253189
49.784459,-97.017473
49.929907,-97.095148
49.724768,-97.248168
49.966117,-97.287513
49.853442,-96.988794
49.728875,-96.980836
49.835023,-97.301779
49.939591,-97.345893
49.977132,-97.020838
49.829996,-97.279966
49.751531,-97.230795
49.725559,-96.952614
49.827539,-97.129784
49.802660,-97.025588
49.982277,-97.148914
49.812029,-97.077401
49.972423,-97.039873
49.926223,-96.967865
49.778182,-97.169591
49.766039,-96.952313
49.730968,-97.164022
49.801256,-96.971192
49.791716,-97.003192
49.825407,-97.002043
49.827179,-97.247625
49.916052,-97.172304
49.767421,-97.028323
49.737498,-97.307255
49.728098,-97.203611
49.768241,-97.033317
49.803053,-97.168936
49.737654,-97.236147
49.950160,-97.022148
49.973614,-97.037728
49.968410,-96.969633
49.735012,-97.068227
49.836156,-97.297089
49.844284,-97.079965
49.793536,-97.098724
49.853425,-97.265518
49.936936,-96.993596
49.761261,-97.181927
49.885330,-97.333947
49.789658,-97.347325
49.848262,-97.015269
49.741460,-97.184113
49.895470,-97.224527
49.755266,-97.104920
49.927351,-97.335412
49.912837,-97.075263
49.757147,-97.294585
49.771848,-97.186172
49.778322,-97.077926
49.900789,-97.177373
49.857172,-97.233432
49.716885,-97.200858
49.859283,-97.340614
49.947556,-96.973643
49.938783,-97.035883
49.876190,-97.110176
49.713779,-97.096230
49.718509,-97.187346
49.850810,-97.098962
49.801011,-97.089066
49.872838,-97.225017
49.723989,-97.275557
49.940454,-97.016011
49.898772,-97.052151
49.980811,-97.340267
49.895172,-97.179502
49.925818,-97.143087
49.844330,-97.093159
